review,rating,date,bank,source,review_clean
Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,5,2025-01-22,Dashen,google_play,excellent banking app for all your needs! who needs a physical branch when you can use dashen bank super app instead! i've never had an issue with anything that dashen bank super app haven't handled swiftly and resolved to my satisfaction and above i don't often write reviews but this is an app/bank that i would highly recommended to everyone 💯 👌👍
Amizing Application 😍,5,2025-01-22,Dashen,google_play,amizing application 😍
Fastest and easy to use,5,2025-01-22,Dashen,google_play,fastest and easy to use
ስም ብቻ 😏,2,2025-01-21,Dashen,google_play,ስም ብቻ 😏
Exellent app with exellent banking system and exellent bank ever,5,2025-01-21,Dashen,google_play,exellent app with exellent banking system and exellent bank ever
Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,4,2025-01-20,Dashen,google_play,amazing app to use as usual! but why option of transferring to telebirr and m pesa which was available on amole app is omitted?? dasheen is my favourite keep it up.
Needs some improvement,5,2025-01-20,Dashen,google_play,needs some improvement
Amazing super app,5,2025-01-19,Dashen,google_play,amazing super app
I hope it will be better than amole,5,2025-01-18,Dashen,google_play,i hope it will be better than amole
Wly Super App ilove it ❤️ 😍 💖 💕,5,2025-01-18,Dashen,google_play,wly super app ilove it ❤️ 😍 💖 💕
Dashen yichalal. Ewnetem one step a head,5,2025-01-17,Dashen,google_play,dashen yichalal. ewnetem one step a head
It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,4,2025-01-17,Dashen,google_play,it has a good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. carry on. thanks so much for greatest service
"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",5,2025-01-17,Dashen,google_play,"it is a very wonderful work that has saved its time. that is why it is ""always one step ahead!"""
“Life-changing!” I can’t imagine going back to traditional banking after using this app. It’s so convenient.,5,2025-01-17,Dashen,google_play,“life-changing!” i can’t imagine going back to traditional banking after using this app. it’s so convenient.
Pro max,5,2025-01-17,Dashen,google_play,pro max
The most good app and easy,5,2025-01-16,Dashen,google_play,the most good app and easy
"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",5,2025-01-16,Dashen,google_play,"excellent and user friendly app. excellence is what makes you always one step ahead. dashen bank, always one step ahead !!"
Proud to be dashen family . Shout out to the serial entrepreneur 👏,5,2025-01-16,Dashen,google_play,proud to be dashen family . shout out to the serial entrepreneur 👏
Excellent app.,5,2025-01-16,Dashen,google_play,excellent app.
First ATM in East africa ⭐️⭐️⭐️⭐️⭐️,5,2025-01-16,Dashen,google_play,first atm in east africa ⭐️⭐️⭐️⭐️⭐️
Best app.,5,2025-01-16,Dashen,google_play,best app.
Better Move to catch the competition up👍,5,2025-01-16,Dashen,google_play,better move to catch the competition up👍
"Great job my home, my bank.",5,2025-01-16,Dashen,google_play,"great job my home, my bank."
Great App Well done Dashen Bank,5,2025-01-15,Dashen,google_play,great app well done dashen bank
Great!,5,2025-01-15,Dashen,google_play,great!
"I love it but it has bugs during confirmation of password! So, please make it functional",5,2025-01-15,Dashen,google_play,"i love it but it has bugs during confirmation of password! so, please make it functional"
Always one step forward,5,2025-01-15,Dashen,google_play,always one step forward
"It's great! But it will be advanced if you include a caption that allow customers to transfer to Telebirr account. Dashen Bank, ""ኩሉ ግዜ፡ ሓደ ስጕሚ ቀዳሚ።"" (Always one step ahead!)",4,2025-01-15,Dashen,google_play,"it's great! but it will be advanced if you include a caption that allow customers to transfer to telebirr account. dashen bank, ""ኩሉ ግዜ፡ ሓደ ስጕሚ ቀዳሚ።"" (always one step ahead!)"
Small size with vast features and functionalities.,5,2025-01-15,Dashen,google_play,small size with vast features and functionalities.
Amazing app 👏 👌 Dashen bank one step a head,5,2025-01-15,Dashen,google_play,amazing app 👏 👌 dashen bank one step a head
"It has a great application features from the beginning. I'm glad to use it even I haven't used it yet because I haven't activated my account yet. But it's simple, comprehensive, full of information, and fast. በርቱ ዳሸኖች: The super app has impressed me more than I expected.",5,2025-01-15,Dashen,google_play,"it has a great application features from the beginning. i'm glad to use it even i haven't used it yet because i haven't activated my account yet. but it's simple, comprehensive, full of information, and fast. በርቱ ዳሸኖች: the super app has impressed me more than i expected."
Dashen Bank Always One Step Ahead!,5,2025-01-15,Dashen,google_play,dashen bank always one step ahead!
U can't create account,1,2025-01-15,Dashen,google_play,u can't create account
Really super app... so seamless and with a nice user interface .. we are proud of you dashen bank ...,5,2025-01-15,Dashen,google_play,really super app... so seamless and with a nice user interface .. we are proud of you dashen bank ...
We will see it,2,2025-01-15,Dashen,google_play,we will see it
Always one step a head!,5,2025-01-15,Dashen,google_play,always one step a head!
"A lightweight,catchy and smooth app",5,2025-01-15,Dashen,google_play,"a lightweight,catchy and smooth app"
Very impressive interface with best security feature and user friendly app.,5,2025-01-15,Dashen,google_play,very impressive interface with best security feature and user friendly app.
It is so far so good it has a unique features than telebirr good job Dashen,5,2025-01-15,Dashen,google_play,it is so far so good it has a unique features than telebirr good job dashen
"Yea , it's a good idea to make it with the bank name, it will help for the bank easily to find the application, and customers can easily downloed and use the product. I wish all the best for Dashen bank initiative.",5,2025-01-15,Dashen,google_play,"yea , it's a good idea to make it with the bank name, it will help for the bank easily to find the application, and customers can easily downloed and use the product. i wish all the best for dashen bank initiative."
